id,level,grammar_point,connection,meaning,examples
434,N2~N1,～げ,,…的样子。好像…。,"[{""jp"": ""希望の物が手に入り、満足げに帰って行った"", ""cn"": ""得到了想要的东西，心满意足的回去了""}, {""jp"": ""あの子は全然かわいげがない"", ""cn"": ""那个孩子一点都不招人喜欢""}]"
435,N2~N1,～こそ,,正是 。… … 才是 。,"[{""jp"": ""苦しい時にこそ、その人の実力が試されます"", ""cn"": ""只有在艰苦的时候才能看出一个人的能力""}, {""jp"": ""太陽こそはあらゆる生命の源泉（げんせん）なのである"", ""cn"": ""太阳才是一切生命的真正源泉""}]"
436,N2~N1,～ことか,,别提有多…啦。,"[{""jp"": ""先生のやさしい一言（ひとこと）がどれほど嬉しかったことか"", ""cn"": ""老师的一句亲切关怀，曾令我多么高兴啊""}]"
437,N2~N1,～ことから,,由于 。… 因为…。,"[{""jp"": ""だれも英語が分からないことから、少しは分かる私が通訳をすることになった"", ""cn"": ""由于谁都不会英语，就由多少懂一点儿的我来做翻译""}, {""jp"": ""キクラゲの肉はやわらかで、美味（びみ）であることから、人々はおかずとして喜んで食べる"", ""cn"": ""因为木耳柔软好吃，所以人们喜欢用它做菜吃""}]"
438,N2~N1,～ことだ,,应该… … 。要 。,"[{""jp"": ""人を信用させるには、嘘をつかないことだ"", ""cn"": ""想取信于人就不要撒谎""}, {""jp"": ""健康になりたいなら、毎日邉婴工毪长趣馈Ｒ肷硖褰】担鸵刻煸硕"", ""cn"": """"}]"
439,N2~N1,～ことだから,,由于 可以 … … 想象 。因为… … 一定 。,"[{""jp"": ""金に細かい A さんのことだから、すんなり貸してくれるとは思えない"", ""cn"": ""A 先生这人对钱很抠门，我想他不会爽快的借钱给我""}, {""jp"": ""山田さんが病気らしいよ。元気な彼のことだから、すぐ治るでしょう"", ""cn"": ""山田好像病了。他一向身体好，很快就会痊愈吧""}]"
440,N2~N1,～ことなく,,不… …而 。,"[{""jp"": ""くじけることなく、何回も挑戦する"", ""cn"": ""不气馁反复挑战""}, {""jp"": ""彼は朝早くから夜遅くまで、休むことなく活動しつづけた"", ""cn"": ""他从清早起来就没休息一直忙到深夜""}]"
441,N2~N1,～ことに、ことには,,令人 的是 。 … …,"[{""jp"": ""思いがけないことに、返してもらえないと思っていたお金が戻ってきた"", ""cn"": ""令人意外的是本以为不会还给我的钱还回来了""}, {""jp"": ""三年ぶりに帰国しました。おどろいたことに、町の様子はすっかり変わっていた"", ""cn"": ""时隔 3 年又回国了，令人吃惊的是城镇完全变了""}]"
442,N2~N1,～ことになっている、～こととなっている,,（客观）规定… … 。决定 。,"[{""jp"": ""日本に来た留学生は、最初の三ヵ月はアルバイトはできないことになっている"", ""cn"": ""按规定留学生在日本 3 个月后方可打工""}, {""jp"": ""わが校では１０年前から成績優秀な学生２人を、イギリスの A 大学に留学させることになっている"", ""cn"": """"}]"
443,N2~N1,～ことはない,,用不着… … 。没必要 。,"[{""jp"": ""ただの友達なのだから、そこまですることはない"", ""cn"": ""不过是普通朋友，用不着管那么多""}, {""jp"": ""今度のテストは簡単ですから、心配することはありませんよ"", ""cn"": ""这次测验很简单，用不着担心""}]"
444,N2~N1,～際、～際に、～際は,,…之际。…的时候。,"[{""jp"": ""事故の際には、このドアから逃げてください"", ""cn"": ""发生事故时请从这个门逃出去""}, {""jp"": ""お帰りの際はパンを買ってきてください"", ""cn"": ""您回家时请买些面包回来""}]"
445,N2~N1,～最中に、～最中だ,,正在 中。 … … 正在 的时候。,"[{""jp"": ""授業の最中にポケットベルが鳴って、みんなびっくりした"", ""cn"": ""正在上课时呼机突然响了，大家吓了一跳""}, {""jp"": ""あのジャーナリストは食事の最中に訪ねてきた"", ""cn"": ""那个记者在我吃饭时来访了""}]"
446,N2~N1,～さえ、～でさえ,,连… … 。甚至 。,"[{""jp"": ""ひらがなさえ書けない"", ""cn"": ""连假名也不会写""}, {""jp"": ""テレビを見るひまさえもない"", ""cn"": ""连看电视的时间也没有""}]"
447,N2~N1,～さえ～ば～,,只要… …就 。,"[{""jp"": ""貴方さえ幸せになってくれれば、私は満足です"", ""cn"": ""只要你生活得幸福，我就知足了""}, {""jp"": ""あの２人は会いさえすれば、きっとけんかだ"", ""cn"": ""只有他两见面准吵架""}]"
448,N2~N1,～ざるをえない,,不得已 。不 … … 能不 。,"[{""jp"": ""万里の長城をみれば、偉大な土木（どぼく）事業と感嘆せざるをえない"", ""cn"": ""看到万里长城，不能不赞叹这项宏伟的建筑工程""}, {""jp"": ""働く女性が増え、労働時間も多様化しているのに、保育施設などの行政の対応は立ち遅れていると言わざるをえない"", ""cn"": """"}]"
449,N2~N1,～しかない,,别无他法… … … 。只好 。只能 。,"[{""jp"": ""誰も助けてくれないから、もう一人で頑張るしかない"", ""cn"": ""没人帮助我，只能一个人奋斗""}, {""jp"": ""明日大雨になったら、邉踊幛涎悠冥工毪筏胜ぁＣ魈煲窍掠辏硕嶂荒芡瞥佟"", ""cn"": """"}]"
450,N2~N1,～次第,,一… … … … 就 。一 就立即 。,"[{""jp"": ""向こうに着き次第、電話をかけます"", ""cn"": ""我一到那边就打电话""}, {""jp"": ""現品を受け取り次第、金を払います"", ""cn"": ""一收到现货即刻付款""}]"
451,N2~N1,～次第だ、～次第で、～次第では,,由 而… … 定。完全取决于 。,"[{""jp"": ""この会社が存続できるかどうかは、社長のやる気次第だ"", ""cn"": ""这家公司能否维持下去完全取决于社长是否愿意干""}, {""jp"": ""今忙しいが、その仕事、条件次第では引き受けないこともない"", ""cn"": ""现在我很忙，但只要条件合适，也并不是不能接受那份工作""}]"
452,N2~N1,～上、～上は、～上も,,在 上。在 方面。有 … … 关…。,"[{""jp"": ""制度上不可能だ"", ""cn"": ""从规定来说是不可能的""}, {""jp"": ""「いじめ」が教育上の大問題になっているのは日本だけではないらしい"", ""cn"": ""“欺负”成为教育的一大问题，好像不只日本如此""}]"
453,N2~N1,～ずにはいられない,,不能不 。… … 怎能不 。,"[{""jp"": ""このラブストーリを読むたびに、涙を流さずにはいられない"", ""cn"": ""每次读这个爱情故事都经不住流下眼泪""}, {""jp"": ""私はそれをきくたびに、彼のことを思い出さずに入られないのである"", ""cn"": ""每当我听到那件事就不禁想起他来""}]"
454,N2~N1,～せいだ、～せいで、～せいか,,（用于不好的结果）由于… … 。就怪 。,"[{""jp"": ""お前のせいで、僕はひどい目にあったのよ"", ""cn"": ""都是因为你，我才倒了大霉""}, {""jp"": ""病気のせいか、無表情な顔をしている"", ""cn"": ""或许因为生病，（他）面无表情""}]"
455,N2~N1,～だけ、～だけあった、～だけに、～だけの,,正因为…。不愧为…。毕竟是…。,"[{""jp"": ""イタリアで修行しただけあった、彼らの料理はなかなかうまい"", ""cn"": ""不愧为在意大利学习过，他做意大利菜很拿手""}, {""jp"": ""あの人は新聞記者だけに、文章を書くのが上手だ"", ""cn"": ""他不愧是记者，文章写得不错""}]"
456,N2~N1,たとい（たとえ）～ても,,即使 也 。 … …,"[{""jp"": ""たとえ宝くじがあたっても、貴方にはあげない"", ""cn"": ""即使中了彩票业不给你""}, {""jp"": ""たとえそれが本当だとしてもやはり君が悪い"", ""cn"": ""即使那是真的，也是你的错""}]"
457,N2~N1,～たところ,,刚刚…（过的）时候。（表示后项是前项的结果）结果… … 。可是 。,"[{""jp"": ""お風呂をあがったところです"", ""cn"": ""刚洗完澡的时候""}, {""jp"": ""医者に見てもらったところ、すぐ入院しろと言われた"", ""cn"": ""请大夫一看，他说让我马上住院""}]"
458,N2~N1,～たとたんに、～たとたん,,刚… … … 就 。正当 的时候。,"[{""jp"": ""バスを降りたとたん、転んで倒れた"", ""cn"": ""刚下公共汽车就跌倒了""}, {""jp"": ""立ち上がったとたんに頭をぶつけた"", ""cn"": ""刚一站起来就碰了头""}]"
459,N2~N1,～たび、～たびに,,每每…。每次…。,"[{""jp"": ""この写真を見るたびに、なくなった友達のことを思い出す"", ""cn"": ""每次看到这张照片，就会想起去世的朋友""}, {""jp"": ""新年のたびに、新しい洋服をこしらえます"", ""cn"": ""每次新年都做新衣服""}]"
460,N2~N1,～だらけ,,满…。净… … 。全 。,"[{""jp"": ""泥だらけになったサッカー選手達"", ""cn"": ""满身是泥的足球运动员们""}, {""jp"": ""最近遊んでばかりいて、答案用紙には間違いだらけだ"", ""cn"": ""最近总是玩，答卷答的错误连篇""}]"
461,N2~N1,ついでに,,顺便…。,"[{""jp"": ""スーパーへ行くついでに、あの雑誌を買ってきてください"", ""cn"": ""去超市时请顺便给我买回那本杂志""}, {""jp"": ""ついでにあれもやってしまおう"", ""cn"": ""顺便把那也干了吧""}]"
462,N2~N1,～っけ,,（表示确认或叮问忘掉了的事）…来着。,"[{""jp"": ""あの人はだれだっけ"", ""cn"": ""那人是谁来着""}, {""jp"": ""来週はテストがあるんだっけ"", ""cn"": ""下一周是不是有个测验来着""}]"
463,N2~N1,～っこない,,（接动词连用形后，加强否定语气）绝不… … 。不会 。,"[{""jp"": ""あいつは来っこない"", ""cn"": ""那家伙不回来的""}, {""jp"": ""私がどんなに苦労しているか、あなたにはわかりっこない"", ""cn"": ""我受了多少辛苦，你根本就不知道""}]"
464,N2~N1,～つつ、～つつも,,一边…一边… … … 。一面 一面 。虽… …却 。,"[{""jp"": ""静かに降り積もる雪を眺めつつ、お酒を飲む"", ""cn"": ""一边望着悄无声息落下的积雪，一边喝酒""}, {""jp"": ""自分が悪いと知りつつも、すなおにあやまれない"", ""cn"": ""虽然知道是自己的错却不老老实实抱歉""}]"
465,N2~N1,～つつある,,正在 。不 … …断 。,"[{""jp"": ""最近、多くの国で、子供の出生率が減りつつある"", ""cn"": ""近来很多国家的幼儿出生率在下降""}, {""jp"": ""彼女の考え方は代わりつつある"", ""cn"": ""她的想法正在发生变化""}]"
466,N2~N1,～っぽい,,好… … 。具有 的气质。容易…。,"[{""jp"": ""部長は怒りっぽい性格だから、気をつけて話しなさい"", ""cn"": ""部长很易怒，跟他讲话小心点""}, {""jp"": ""年を取ると、忘れっぽい"", ""cn"": ""上了年纪就爱忘事""}]"
467,N2~N1,～て以来,,自…以来。,"[{""jp"": ""昔の恋人とは二年前に別けれて以来、音信不通だ"", ""cn"": ""两年前和恋人分手后一直没有联系""}, {""jp"": ""入社して以来、一日休んだことがない"", ""cn"": ""自进公司以来一天也没休息过""}]"
468,N2~N1,～てからでないと、～てからでなければ,,如果不先… … 。如果不是 之后。,"[{""jp"": ""実際にやってからでないと、いかに難しいか分からない"", ""cn"": ""不是实际做做看，就不知道有多难""}, {""jp"": ""六歳になってからでなければ、小学校に入学できなせん"", ""cn"": ""不到 6 岁不能进入小学读书""}]"
469,N2~N1,～でしょうがない。,,…得不得了。…得不行。,"[{""jp"": ""最近は不景気で、店には客が来ない。ひまでしょうがない"", ""cn"": ""近来经济不景气，店里没有顾客来，闲得要命""}, {""jp"": ""外国で暮らしていると、自分の国の言葉で話したくてしょうがないことがある"", ""cn"": ""在国外生活时，有时特想用自己国家的语言讲话""}]"
470,N2~N1,～てたまらない,,非常 。… …得受不了。,"[{""jp"": ""最低気温はー１８度で、寒くてたまらない"", ""cn"": ""最低气温零下 18 度，冷得受不了""}, {""jp"": ""煙草が吸いたくてたまらない"", ""cn"": ""非常想吸烟""}]"
471,N2~N1,～ということだ。,,据说…。就是说…。,"[{""jp"": ""来月から、地下鉄とバスの哔 U（うんちん）が値上げされるという事だ"", ""cn"": ""据说从下个月起地铁和公共汽车要涨价""}, {""jp"": ""指輪（ゆびわ）を返したのは、つまり私と結婚しないということだ"", ""cn"": ""把戒指还给我就是说不想和我结婚""}]"
472,N2~N1,～というと、～といえば、～といったら,,说起… … 。提起 。,"[{""jp"": ""遠足というと、あの時のことを思い出す"", ""cn"": ""提起远足，就想起那时的情景""}, {""jp"": ""紅葉と言えば日光（にっこう）"", ""cn"": ""说到红叶，要数日光（的好）""}]"
473,N2~N1,～というものだ,,这才真正是…。,"[{""jp"": ""やれやれ、これで助かったというものだ"", ""cn"": ""哎呀，可算得救了""}, {""jp"": ""試験に成功したことは栅摔幛扦郡ぴ挙恰ⅳ蓼盲郡  Δ 筏考嘴长ⅳ盲郡趣い Δ 猡韦馈Ｊ匝槌晒 Γ馐翟诳上驳氖拢媸敲挥邪着Α "", ""cn"": """"}]"
474,N2~N1,～というものではない、～というものでもない,,并不是 。也 … … 并不是 。,"[{""jp"": ""仕事が大事がからといって、仕事さえしていればいいというものではない"", ""cn"": ""工作是很重要，但也并非只做工作就够了""}, {""jp"": ""親が頭がいいから、子供も必ず頭がいいというものではない"", ""cn"": ""并不是因为父母聪明，孩子就一定聪明""}]"
475,N2~N1,～というより,,与其说…。,"[{""jp"": ""あの人は教師というより、むしろ学者に向いている"", ""cn"": ""与其说做老师，那人更适合做学者""}, {""jp"": ""この料理は日本風というより、中華風なんじゃないの"", ""cn"": ""这个菜与其说是日本风味，不如说更接近中国的味道""}]"
476,N2~N1,～といっても,,虽然说…。说是… …但 。,"[{""jp"": ""昔といっても、そう昔のことではないが、こんなことがあった"", ""cn"": ""说是从前，其实也不算太遥远，曾有过这么一件事""}, {""jp"": ""損をしたといっても、大したことはありません"", ""cn"": ""说是受了损失，但也不严重""}]"
477,N2~N1,～とおり、～とおりに、～どおり、～どおりに,,正如 。… … 正像 。,"[{""jp"": ""昨日は天気予報のとおり、雨だった"", ""cn"": ""如天气预报所说，昨天下了雨""}, {""jp"": ""代表団は予定どおり、東京に到着した"", ""cn"": ""代表团按照预定计划抵达了东京""}]"
478,N2~N1,～どころか,,岂止…。别说…就连… …也 。不仅不… … 反而 。,"[{""jp"": ""いろいろな法律はできたが、事件の数は減るどころか、増える一方だ"", ""cn"": ""各类法律都制定出来了，但事端非但不减反而在增加""}, {""jp"": ""漢字どころか、平仮名も書けない"", ""cn"": ""别说汉字可，就连平假名也不会写""}]"
479,N2~N1,～どこらではない、～どころではく,,岂止…。哪里谈得上。,"[{""jp"": ""落ち着いて勉強するどころではないよ"", ""cn"": ""根本就静不下心来学习""}, {""jp"": ""独身時代は映画が好きでしたが、子育てと家事に追われている今の私には映画どころではない"", ""cn"": """"}]"
480,N2~N1,～ところに、～ところへ、～ところを,,正…的时候。刚…的时候。,"[{""jp"": ""口を大きく開けているところを写真に撮られた"", ""cn"": ""正张着大嘴时被拍了照片""}, {""jp"": ""私が話しているところへ彼がやってきた"", ""cn"": ""正在我说话时，他来了""}]"
481,N2~N1,～としたら、～とすれば,,假设… … 。假如 。,"[{""jp"": ""もし、ここに一億円あるとしたら、どうする"", ""cn"": ""要是这儿有 1 亿日元，你打算怎么办？""}, {""jp"": ""一時間に五千ダース生産できるとすれば、八時間でいくら生産できるか"", ""cn"": ""假设一个小时能生产 5 千打，8 个小时能生产多少呀？""}]"
482,N2~N1,～として、～としては、～としても,,作为… … 。即使 。,"[{""jp"": ""彼の名は名工としてご後世に伝わるだろう"", ""cn"": ""他将作为能工巧匠名传后世""}, {""jp"": ""私個人としては、そのことに反対だ"", ""cn"": ""作为我个人，我反对那件事""}]"
483,N2~N1,～とともに,,和 一… … 起。随着 。,"[{""jp"": ""日本の経済の発展とともに、諸外国との摩擦も増えていく"", ""cn"": ""随着日本经济的发展，和各国的摩擦也不断增加""}, {""jp"": ""この村では、年とともに人口が増える"", ""cn"": ""这个村子的人口逐年增加""}]"
484,N2~N1,～ないことには,,如果不 。…,"[{""jp"": ""努力しないことには、成功するはずがない"", ""cn"": ""不努力就不能成功""}, {""jp"": ""しっかりしないことには、台無しになってしまう"", ""cn"": ""不认真的话会前功尽弃""}]"
485,N2~N1,～ないことはない、～ないこともない,,并非不 。也 … … 并不是不 。,"[{""jp"": ""旅行に行きたくないこともないですが 也… 并非不想去旅游"", ""cn"": """"}]"
486,N2~N1,～ないではいられない,,不能不 。不 … … 由得 。,"[{""jp"": ""悲しさの余り彼女は泣かないではいられなかった"", ""cn"": ""她因过于悲伤，情不自禁地哭了""}]"
487,N2~N1,～ながら,,接体言、动词连用形、形容词终止形、形容动词词干等后面，表示逆接，可译成汉语的“虽然… …” “ ” “ ” 却 。相当于 のに 、 けれども 等。,"[{""jp"": ""このカメラは小型ながらよく写る"", ""cn"": ""这个照相机虽小却很好用""}, {""jp"": ""中国人でありながら、中国の歴史を全く知らない"", ""cn"": ""虽是中国人，却一点也不了解中国历史""}]"
488,N2~N1,～など、～なんか、～なんて,,“なんか 是 など 的 ” “ ” 口语形式，表示“…之类” “… ” “ 、 等等 、 说是…”等。常带有蔑视、轻视的语气。,"[{""jp"": ""テレビなんか見たくありません"", ""cn"": ""电视什么的可不想看""}, {""jp"": ""勉強なんていやだ"", ""cn"": ""我讨厌学习之类的""}]"
489,N2~N1,～にあたって、～にあたり,,当 之… 时。,"[{""jp"": ""新しい工場の建設に当たっては、廃水処理に関する検討が必要である"", ""cn"": ""建新工厂时，有必要研究一下废水处理的问题""}, {""jp"": ""開会にあたり、一言ご挨拶申し上げます"", ""cn"": ""在开会之际，我讲几句话""}]"
490,N2~N1,～において、～においては、～においても、～における,,在 。在 方面。 … …,"[{""jp"": ""それは日本社会においては、建前（たてまえ）っていうんだよ"", ""cn"": ""那在日本社会里称为原则""}, {""jp"": ""1964 年のオリンピックは東京において行われた"", ""cn"": ""1964 年的奥运会是在东京举办的""}]"
491,N2~N1,～に応じて、～に応じ、～に応じては、～に応じても、～に応じた,,随着…。适应… … … 。根据 。与 相应。,"[{""jp"": ""年齢に応じた対処。お客の注文に応じて作っている"", ""cn"": ""于年龄相应的对待。按客人要求制作""}]"
492,N2~N1,～にかかわらず、～にもかかわらず、～にかかわりなく、～にはかかわりなく,,无论… … … … 都。尽管 也 。与 无关。,"[{""jp"": ""好むと好まざるとにかかわらず、やらなければならない"", ""cn"": ""无论喜欢不喜欢都必须做""}, {""jp"": ""反対の有無にかかわらず、やってしまおう"", ""cn"": ""无论是否受到反对，都要干到底""}]"
493,N2~N1,～に限って、～に限り,,只限于 。只是 。 … …,"[{""jp"": ""その日に限って帰りが早かった"", ""cn"": ""只有那天回去的早""}, {""jp"": ""彼に限って絶対そんなことはしない"", ""cn"": ""只有他绝不会干那样的事""}]"
494,N2~N1,～に限らず,,不仅限于… … 。不只是 。不论… …都 。,"[{""jp"": ""男性に限らず、女性もその歌手が好きだ"", ""cn"": ""不仅是男的，女性也喜欢那个歌手""}, {""jp"": ""夏に限らず、冬もにぎわう"", ""cn"": ""不只是夏天，冬天也很热闹""}]"
495,N2~N1,～にかけては、～にかけても,,在 方面。 … 论…的话。,"[{""jp"": ""料理にかけては、彼の右に出る者はいない"", ""cn"": ""论烹饪，没人能比得上他""}, {""jp"": ""仕事にかけては、彼ほどまじめにやる者はいない"", ""cn"": ""在工作上，没人像他那样认真""}]"
496,N2~N1,～にかわって、～にからり,,代替。替。,"[{""jp"": ""会長に代わって挨拶する"", ""cn"": ""替会长致词""}, {""jp"": ""一同に代わってお礼を言う"", ""cn"": ""代表大家致谢""}]"
497,N2~N1,～に関して、～に関しては、～に関しても、～に関する,,有关…。关于…。,"[{""jp"": ""その事に関しては、私は何も知らない。水害に関する情報"", ""cn"": ""关于那件事，我一无所知。有关水灾的消息""}]"
498,N2~N1,～にきまっている,,必定… … 。一定 。,"[{""jp"": ""生きているものはいつか死ぬに決まっている"", ""cn"": ""活着的生物必然有一天会死亡""}, {""jp"": ""あのチームが勝つにきまっている"", ""cn"": ""那个队一定会赢""}]"
499,N2~N1,～比べて、～に比べ,,比起… … … 来 。与 相比。,"[{""jp"": ""去年に比べて、よくなった"", ""cn"": ""比起去年来好多了""}, {""jp"": ""若者に比べて、頭の回転がおそい"", ""cn"": ""比起年轻人来，思维迟钝""}]"
500,N2~N1,～に加えて、～に加え,,加上 。加之 。 … …,"[{""jp"": ""人件費の高勝に加え円高が打撃となって、倒産した"", ""cn"": ""仍哦那个费上涨，加上日元汇率上升的打击，破产了""}]"
501,N2~N1,～にこたえて、～にこたえ、～にこたえる,,“応える 是” 自动词，表示不辜负某种希望、要求或某种强烈的感受，可译成汉语的,"[{""jp"": ""国民の期待にこたえる政策だ"", ""cn"": ""符合国民要求的政策""}, {""jp"": ""寒さが体にこたえる"", ""cn"": ""严寒彻骨""}]"
502,N2~N1,～に際して、～に際し、～に際しての,,当 的… 时候。临…的时候。,"[{""jp"": ""投票に際しての注意"", ""cn"": ""投票时候的注意事项""}, {""jp"": ""卒業に際して、一言お祝いを申し上げます"", ""cn"": ""在毕业之际，我说几句谨表祝贺""}]"
503,N2~N1,～に先立って、～に先立ち、～に先立つ,,在… … 先。在 前边。率先…。,"[{""jp"": ""出発に先立って閉幕式がある"", ""cn"": ""出发前有开幕式""}, {""jp"": ""大地震に先立って小さな津波（つなみ）が起こる"", ""cn"": ""在大地震之前会发生小的海啸""}]"
504,N2~N1,～にしたがって、～にしたがい,,随着…。,"[{""jp"": ""国が豊かになるにしたがって、私達の生活も豊かになった"", ""cn"": ""随着国家的富强，我们的生活也变得富裕起来""}, {""jp"": ""年を取るにしたがって、体が弱くなる"", ""cn"": ""随着年龄的增长，身体变弱""}]"
505,N2~N1,～にしたら、～にすれば、～にしても,,即使 也。如 … 果作为… … 。就 来说。即使…也。,"[{""jp"": ""あの人の体にしたら"", ""cn"": ""就他的身体状况来说""}, {""jp"": ""彼を仲間にすればいいだろう"", ""cn"": ""把他拉入伙总可以吧""}]"
506,N2~N1,～にしては,,按…来衡量的话。作为… … 。按 来说。,"[{""jp"": ""歌手にしては歌が下手だ"", ""cn"": ""作为歌手来讲，歌唱得不算好""}, {""jp"": ""この辺は都心にしては静かな所だ"", ""cn"": ""按时中心来说，这一带是挺静的""}]"
507,N2~N1,～にしろ、～にせよ、～にもせよ,,即使 也 。也 … … 罢…也罢。,"[{""jp"": ""忙しかったにしろ、電話をかけるくらいの時間はあったろう"", ""cn"": ""就是忙，打个电话的时间总该有吧""}, {""jp"": ""たとえ季節が冬になるにせよ、彼は毎日冷水浴を続けるだろう"", ""cn"": ""即使是冬天，他也会坚持洗冷水浴的""}]"
508,N2~N1,～にすぎない,,只不过是…。,"[{""jp"": ""それはただ口実（こうじつ）にすぎない"", ""cn"": ""那只不过是借口""}]"
509,N2~N1,～に相違ない,,一定 。肯定 。 … … … 无疑 。,"[{""jp"": ""彼は国へ帰ったに相違ない"", ""cn"": ""他肯定回国了""}, {""jp"": ""それに相違ない"", ""cn"": ""一定是那样""}]"
510,N2~N1,～に沿って、～に沿い、～に沿う、～に沿った,,沿着…。顺着… … 。按照 。,"[{""jp"": ""道路に沿って松の木が植えてあります"", ""cn"": ""沿路栽着松树""}, {""jp"": ""この方針に沿って交渉する"", ""cn"": ""按这个方针进行交涉""}]"
511,N2~N1,～に対して、～に対し、～に対しては、～に対しても、～に対する,,对…。,"[{""jp"": ""目上の人に対しては、敬語を使う"", ""cn"": ""对长者使用敬语""}, {""jp"": ""先生に対して失礼なことを言った"", ""cn"": ""对老师说了失礼的话""}]"
512,N2~N1,～に違いない,,一定 。肯定 。 … …,"[{""jp"": ""これは陳さんの忘れ物に違いありません"", ""cn"": ""这肯定是小陈遗忘的东西""}, {""jp"": ""そんなことをするのはあの人に違いない"", ""cn"": ""干那事的准是他""}]"
513,N2~N1,～について、～につき、～については、～についても、～についての,,关于… … “… ” 。就 。（ につき 还表示“ …” 因 ）。,"[{""jp"": ""この問題について、もうすこし説明しなねればならない"", ""cn"": ""关于这个问题，必须进一步说明一下""}, {""jp"": ""本日は休日につき、休業させて頂きます"", ""cn"": ""因为是公休日，所以停业休息""}]"
514,N2~N1,～につけ、～につけては、～につけても,,每当…。每逢… …就 。,"[{""jp"": ""父親は病身のため、何かにつけて、気短（きみじか）になっている"", ""cn"": ""父亲因病在身，一遇到什么事，就会发脾气""}, {""jp"": ""梅が咲くにつけて、その花が好きだった母を思い出す"", ""cn"": ""每当梅花开放时就会想起喜欢梅花的母亲""}]"
515,N2~N1,～につれて、～につれ,,随着… … 。伴随 。,"[{""jp"": ""彼の説明を聞くにつれて、腹が立ってきた"", ""cn"": ""越听他解释越生气""}, {""jp"": ""月日（つきひ）が経つにつれて、いやなことは忘れてしまった"", ""cn"": ""随着时光流逝，不开心的事渐渐忘记了""}]"
516,N2~N1,～にとって、～にとっては、～にとっても、～にとっての,,对…来说。,"[{""jp"": ""生物にとって、水はなくてはならない物です"", ""cn"": ""对于生物来说，水是不可缺少的""}, {""jp"": ""私にとって何より嬉しいことだ"", ""cn"": ""对我来说那是比什么都开心的事""}]"
517,N2~N1,～に伴って、～に伴い、～に伴う,,随着… … 。伴随 。,"[{""jp"": ""父に伴われて博物館に行く"", ""cn"": ""跟父亲去博物馆""}, {""jp"": ""今後も工業の発展に伴って、公害はひどくなるばかりだろう"", ""cn"": ""随着工业的发展，今后公害也会越来越严重吧""}]"
518,N2~N1,～反して、～に反し、～に反する、～に反した,,与…相反。违反…。,"[{""jp"": ""道徳に反する行為"", ""cn"": ""违反道德的行为""}, {""jp"": ""期待に反する結果"", ""cn"": ""于预期相反的结果""}]"
519,N2~N1,～にほかならない,,不外乎… … … 。无非是 。正是 。,"[{""jp"": ""この制度に対する反感の表れにはかならない"", ""cn"": ""不外乎是对这个制度表示的反感""}, {""jp"": ""試験に合格したのは、努力の結果にはかならない"", ""cn"": ""通过了考试无非是努力的结果""}]"
520,N2~N1,～に基づいて、～に基づき、～に基づく、～に基づいた,,根据… … … 。按照 。基于 。,"[{""jp"": ""事実に基づいて書く。法律に基づいて処理する"", ""cn"": ""照实写出。按法律条文处理""}]"
521,N2~N1,～によって、～により、～によっては、～による、～によると、～によれば,,由于 。… …因 的不同。通过… … … … 。用 。以 。根据 。,"[{""jp"": ""三年間ラジオを聞いたことによって彼の英語力は飛躍的にアップした"", ""cn"": ""靠听了 3 年的广播，他的英语水平有了很大的提高""}, {""jp"": ""習慣は国によって違う"", ""cn"": ""习惯因国家不同而不同""}]"
522,N2~N1,～にわたって、～にわたり、～にわたる、～にわたった,,历经…。涉及…。长达…。经过…。,"[{""jp"": ""手術は十年間にわたって行われた"", ""cn"": ""手术进行了 10 小时""}, {""jp"": ""十年間にわたる研究が成功した"", ""cn"": ""长达 10 年的研究终于成功了""}]"
523,N2~N1,～ぬきで、～ぬきでは、～ぬきに、～ぬきには、～ぬきの,,排去 。… … … 除去 。不包括 。,"[{""jp"": ""お世辞（せじ）ぬきで、本当に日本語が上手だ"", ""cn"": ""不是吹捧你，你日语真棒""}, {""jp"": ""本人ぬきで話す"", ""cn"": ""在本人不在场时谈""}]"
524,N2~N1,～ぬく,,始终一贯。,"[{""jp"": ""頑張りぬく"", ""cn"": ""坚持到底""}, {""jp"": ""多くの批判にもかかわらず、彼は自分の立場を守りぬいた"", ""cn"": ""虽然也有不少反对的，但他始终坚持了自己的意见""}]"
525,N2~N1,～の末、～の末に、～た末、～た末に、～た末の,,…结果。,"[{""jp"": ""徐福の一行は海を漂流した末、ある島に上陸した"", ""cn"": ""徐福一行在海上漂流，后来登上了一座岛屿""}, {""jp"": ""いろいろ考えた末に、あの人と結婚することにした"", ""cn"": ""经过多方考虑，最后决定和他结婚""}]"
526,N2~N1,～のみならず,,不仅…。,"[{""jp"": ""きみのみならず、ぼくもそうだ"", ""cn"": ""岂止是你，我也一样""}, {""jp"": ""彼は英語のみならず、日本語にも堪能だ"", ""cn"": ""它不仅精通英语，而且精通日语""}]"
527,N2~N1,～のもとで、～のもとに,,在 之… … 下。在 条件下。,"[{""jp"": ""先生方のご協力のもとで試験は順調に行われました"", ""cn"": ""在老师们的帮助下，考试进行得很顺利""}, {""jp"": ""一定の条件のもとで、減税（げんぜい）の措置をとる"", ""cn"": ""在一定条件下，采取减税措施""}]"
