level,word,pitch_accent,pos,reading,meaning
 4-N1::3-低频,見違える,⓪④③,他動2,みちがえる,看错，判断错
 4-N1::3-低频,見合い,⓪,名・自動3,みあい,相亲；平衡，相称
 3-N2::2-中低频,見込み,⓪,名,みこみ,希望，可能性；预料
 3-N2::1-高频,見失う,⓪④,他動1,みうしなう,迷失；看丢
 4-N1::1-高频,見捨てる,⓪③,他動2,みすてる,抛弃，弃之不顾
 3-N2::2-中低频,見守る,⓪③,他動1,みまもる,注视；关怀，关注
 3-N2::2-中低频,見積もり,⓪,名・他動3,みつもり,估算，估价
 4-N1::2-中频,見通す,⓪②,他動1,みとおす,一直看到最后；眺望；看透；预测
 3-N2::2-中低频,見渡す,③⓪,他動1,みわたす,远望，展望
 3-N2::2-中低频,見抜く,②⓪,他動1,みぬく,看穿，看透
 3-N2::1-高频,見分ける,⓪③,他動2,みわける,识别，辨别
 2-N3::2-中低频,原,①,名,はら,平原；荒原
 4-N1::2-中频,原則,⓪,名,げんそく,原则，原理
 4-N1::3-低频,原文,⓪,名,げんぶん,原文
 4-N1::2-中频,厳格,⓪,ナ形,げんかく,严格，严肃，严厉
 4-N1::3-低频,厳粛,⓪,ナ形,げんしゅく,庄严；严肃
 4-N1::1-高频,幻,⓪,名,まぼろし,幻影；虚幻
 3-N2::1-高频,減量,⓪,名・自他動3,げんりょう,减少重量，减少分量；（特指）减轻体重
 3-N2::2-中低频,玄人,①②,名,くろうと,内行，行家
 4-N1::1-高频,現,,造,げん,现在的，当下的
 4-N1::1-高频,現地,①,名,げんち,现场，当地；现居住地
 4-N1::2-中频,言い合う,③,自他動1,いいあう,相互说……；争吵
 3-N2::2-中低频,言い切る,③,他動1,いいきる,说完；断言，说死
 4-N1::1-高频,言い分,⓪,名,いいぶん,主张；不满
 3-N2::1-高频,言い訳,⓪,名・自他動3,いいわけ,辩解，辩白
 3-N2::2-中低频,限りない,④,イ形,かぎりない,无限的；无比的
 3-N2::1-高频,限定,⓪,名・他動3,げんてい,限定，限制
 4-N1::1-高频,個別,⓪,名,こべつ,个别
 4-N1::3-低频,古〜,,接頭,ふる〜,古老，陈旧的，以前的
 4-N1::3-低频,古今,①,名,ここん,古今，今与昔
 3-N2::2-中低频,呼び止める,④,他動2,よびとめる,叫住
 3-N2::2-中低频,固める,⓪,他動2,かためる,使坚硬，使凝固；堆集一处；坚定，巩固
 4-N1::1-高频,誇る,②,他動1,ほこる,得意，自夸；以……为荣
 4-N1::1-高频,雇用,⓪,名・他動3,こよう,雇用，雇佣
 3-N2::1-高频,後悔,①,名・自他動3,こうかい,后悔
 4-N1::2-中频,後世,①,名,こうせい,后世
 2-N3::2-中低频,後半,⓪,名,こうはん,后半，后半部分
 2-N3::2-中低频,後方,⓪,名,こうほう,后方
 3-N2::2-中低频,誤る,③,自他動1,あやまる,错误；做错；弄错；贻害
 2-N3::2-中低频,交通機関,⑤⑥,名,こうつうきかん,交通工具
 4-N1::2-中频,候補者,③,名,こうほしゃ,候补人员，候选人
 3-N2::1-高频,公立,⓪,名,こうりつ,公立
 3-N2::2-中低频,効き目,⓪,名,ききめ,效力，效用
 3-N2::1-高频,効用,⓪,名,こうよう,用处，用途；功效
 2-N3::2-中低频,向き合う,③,自動1,むきあう,面对面
 4-N1::1-高频,好意,①,名,こうい,好意，善意
 4-N1::1-高频,好奇心,③,名,こうきしん,好奇心
 4-N1::3-低频,好況,⓪,名,こうきょう,繁荣，景气
 3-N2::1-高频,好調,⓪,名・ナ形,こうちょう,势头好，情况好
 3-N2::2-中低频,好評,⓪,ナ形・名,こうひょう,好评，正面的评价
 2-N3::2-中低频,好物,①,名,こうぶつ,喜欢的东西，爱吃的东西
 4-N1::1-高频,抗議,①,名・自他動3,こうぎ,抗议，呼吁
 4-N1::1-高频,構え,②③,名,かまえ,构造，门面；姿势；准备；（部首）框
 4-N1::3-低频,考古学,③,名,こうこがく,考古学
 1-N4+N5,行き,⓪,名,ゆき,去；方向
 3-N2::2-中低频,行き過ぎる,④,自動2,いきすぎる,经过；走过头；超出限度
 3-N2::2-中低频,行く先,⓪,名,ゆくさき,目的地，去向；未来，前途
 4-N1::1-高频,行政,⓪,名,ぎょうせい,行政；政务
 3-N2::1-高频,講師,①,名,こうし,（大学的）讲师；演讲者；（在学校或补习班等）受聘负责部分课程的教师
 4-N1::2-中频,鉱山,①,名,こうざん,矿山
 4-N1::3-低频,降水,⓪,名,こうすい,降水
 3-N2::1-高频,高度,①,名・ナ形,こうど,海拔；程度高
 3-N2::2-中低频,高齢化,⓪,名・自動3,こうれいか,高龄化，老龄化
 3-N2::2-中低频,今のところ,⓪,連語,いまのところ,（姑且不论将来如何）目前，现阶段
 3-N2::2-中低频,今時,⓪,副・名,いまどき,（带有与过去对比的意味）现今，如今；现在这时候
 4-N1::1-高频,昆虫,⓪,名,こんちゅう,昆虫
 3-N2::1-高频,根気,⓪,名,こんき,毅力，耐性
 4-N1::3-低频,混同,⓪,名・自他動3,こんどう,混淆，混同
 4-N1::1-高频,差し出す,③⓪,他動1,さしだす,伸出，递出；寄出，派出；提交
 4-N1::2-中频,催す,③⓪,自他動1,もよおす,举办；起，感觉
 4-N1::3-低频,採択,⓪,名・他動3,さいたく,采纳，通过
 4-N1::2-中频,災い,⓪,名,わざわい,灾难，灾祸
 4-N1::2-中频,細工,③⓪,他動3・名,さいく,手工艺品；玩弄伎俩，耍花招
 4-N1::1-高频,在庫,⓪,名,ざいこ,库存
 4-N1::3-低频,在籍,⓪,名・自動3,ざいせき,在学籍，在编，在册
 4-N1::1-高频,削減,⓪,名・他動3,さくげん,削减，减少
 3-N2::1-高频,錯覚,⓪,名・自他動3,さっかく,错觉，误认为
 3-N2::2-中低频,擦れ違い,⓪,名,すれちがい,擦肩而过；不一致，分歧
 4-N1::3-低频,山腹,⓪,名,さんぷく,山腰
 3-N2::1-高频,仕組み,⓪,名,しくみ,结构，构造；计划，企图
 4-N1::1-高频,仕入れる,③,他動2,しいれる,进货，买进；取得，获得
 3-N2::2-中低频,仕様,⓪,名,しよう,方式，方法；规格
 3-N2::2-中低频,使い果たす,⑤,他動1,つかいはたす,用尽，花光
 3-N2::1-高频,使命,①,名,しめい,使命，任务
 2-N3::2-中低频,市長,②①,名,しちょう,市长
 3-N2::2-中低频,志望,⓪,名・他動3,しぼう,志愿，心愿
 4-N1::3-低频,思いもよらない,,成句,おもいもよらない,出乎意料
 3-N2::2-中低频,思い切って,④②,副,おもいきって,下定决心，坚定地
 4-N1::1-高频,思い当たる,⑤⓪,自動1,おもいあたる,想起来；觉得有道理
 3-N2::2-中低频,思い浮かぶ,⑤⓪,自動1,おもいうかぶ,回忆起，浮现出
 3-N2::2-中低频,思い浮かべる,⑥,他動2,おもいうかべる,回忆起，想起
 3-N2::2-中低频,思い立つ,④,他動1,おもいたつ,（突然）想要做
 4-N1::3-低频,思わしくない,,成句,おもわしくない,不如意的
 2-N3::2-中低频,施設,①②,名・他動3,しせつ,设施，设备
 3-N2::2-中低频,脂肪,⓪,名,しぼう,脂肪
 3-N2::2-中低频,視界,⓪,名,しかい,视野，眼界
 3-N2::2-中低频,視線,⓪,名,しせん,视线
 4-N1::2-中频,視聴,⓪,名・他動3,しちょう,收看；关注
 3-N2::1-高频,試す,②,他動1,ためす,尝试，试验
 3-N2::2-中低频,試作,⓪,他動3・名,しさく,试制
 4-N1::1-高频,資産,①⓪,名,しさん,资产
 4-N1::3-低频,事典,⓪,名,じてん,百科辞典，事典
 3-N2::1-高频,事柄,④⓪,名,ことがら,事情（的状态、内容等）
 3-N2::2-中低频,持ち込む,⓪③,他動1,もちこむ,带进，携入；提出（意见、问题等）
 2-N3::2-中低频,もてる,②,自動2,もてる,受欢迎，有人缘
 3-N2::1-高频,時点,①⓪,名,じてん,时间点
 2-N3::1-高频,次第に,⓪,副,しだいに,渐渐，缓缓地
 3-N2::1-高频,自覚,⓪,名・他動3,じかく,自知；觉悟
 4-N1::2-中频,自立,⓪,名・自動3,じりつ,自立，独立
 3-N2::2-中低频,辞退,①,名・自他動3,じたい,推辞，谢绝
 1-N4+N5,式,②,名・接尾,しき,式，仪式；方式，风格
 3-N2::1-高频,実践,⓪,名・他動3,じっせん,实践
 4-N1::1-高频,実体,⓪,名,じったい,实体，本质
 3-N2::2-中低频,実態,⓪,名,じったい,实态，实际情况
 1-N4+N5,借り,⓪,名,かり,借款，欠债，赊账；欠人情
 4-N1::1-高频,若干,⓪,名・副,じゃっかん,若干，多少，有些
 3-N2::2-中低频,弱々しい,⑤,イ形,よわよわしい,弱不禁风的，虚弱的
 4-N1::1-高频,弱者,①,名,じゃくしゃ,弱者
 3-N2::1-高频,主観,⓪,名,しゅかん,主观
 4-N1::2-中频,主催,⓪,名・他動3,しゅさい,主办，举办
 3-N2::2-中低频,主体的,⓪,ナ形,しゅたいてき,主动的，积极的
 3-N2::2-中低频,取りかかる,④⓪,自動1,とりかかる,着手，开始做
 3-N2::1-高频,取り組む,③⓪,自動1,とりくむ,致力于，专心致志
 4-N1::3-低频,取り締まり,⓪,名,とりしまり,监管，控制，取缔
 3-N2::2-中低频,取り付ける,④⓪,他動2,とりつける,安装；达成（协议）
 3-N2::2-中低频,取り戻す,④⓪,他動1,とりもどす,取回，收回；挽回，恢复
 3-N2::1-高频,手軽,⓪,ナ形,てがる,简便，轻易
 4-N1::1-高频,手厚い,③⓪,イ形,てあつい,热情的，（待遇）优厚的
 4-N1::3-低频,手頃,⓪,ナ形,てごろ,正合手；适中，适合
 3-N2::2-中低频,手当て,①,他動3・名,てあて,事先准备好；（对疾病或伤口进行）处置；（慣用の固定で「手当」と書く）津贴，补贴
 3-N2::2-中低频,手放す,③,他動1,てばなす,放手；卖掉，转让；放下
 3-N2::2-中低频,手本,②,名,てほん,字帖，画帖；模范，榜样
 2-N3::2-中低频,受け入れ,⓪,名,うけいれ,（物）收进；承认，答应；（人）接纳，收容
 3-N2::2-中低频,受け付ける,④⓪,他動2,うけつける,受理（申请）；（不）接受（意见等）；（不）吸收（营养、水分等）
 4-N1::2-中频,収支,①,名,しゅうし,收支
 4-N1::3-低频,就学,⓪,名・自動3,しゅうがく,就学
 4-N1::2-中频,就業,⓪,名・自動3,しゅうぎょう,开始工作；就业
 4-N1::3-低频,修飾,⓪,名・他動3,しゅうしょく,修饰，装饰
 4-N1::2-中频,終始,①,副・名・自動3,しゅうし,始终
 4-N1::1-高频,習性,⓪,名,しゅうせい,（动物）习性；（人）习惯
 3-N2::2-中低频,襲う,⓪,他動1,おそう,袭击，攻击
 3-N2::1-高频,充実,⓪,名・自動3,じゅうじつ,充实
 4-N1::2-中频,従来,①,名・副,じゅうらい,过去，以往
 2-N3::2-中低频,重ねて,⓪,副,かさねて,再三，反复
 3-N2::2-中低频,重苦しい,⑤,イ形,おもくるしい,郁闷的，沉闷的
 4-N1::1-高频,重複,⓪,名・自動3,ちょうふく,重复
 4-N1::3-低频,重要視,③,名・他動3,じゅうようし,重视
 4-N1::2-中频,宿命,⓪,名,しゅくめい,宿命，命运
 4-N1::2-中频,縮まる,⓪,自動1,ちぢまる,缩，缩小，缩短
 3-N2::2-中低频,出現,⓪,名・自動3,しゅつげん,出现，显现出来
 3-N2::1-高频,出生,⓪,名・自動3,しゅっしょう,出生，诞生
 4-N1::2-中频,出品,⓪,名・自他動3,しゅっぴん,（在展览会、展示会等）展出
 3-N2::2-中低频,準〜,,接頭,じゅん〜,准……，次于……
 2-N3::2-中低频,順,⓪,名,じゅん,顺序
 4-N1::1-高频,初,,名・接頭,はつ,初次的
 3-N2::2-中低频,初期,①,名,しょき,初期
 3-N2::1-高频,所属,⓪,名・自動3,しょぞく,所属，从属于
 4-N1::1-高频,所得,⓪,名,しょとく,所得，收入
 3-N2::2-中低频,書き込む,③⓪,他動1,かきこむ,写入，填写
 4-N1::3-低频,書き取る,③⓪,他動1,かきとる,照原文写下来，记录，听写
 4-N1::3-低频,書き留める,④⓪,他動2,かきとめる,写下来
 3-N2::2-中低频,書名,⓪,名,しょめい,书名
 3-N2::2-中低频,諸〜,,接頭,しょ〜,诸……，各种……
 3-N2::2-中低频,助け,③,名,たすけ,帮助，救助
 4-N1::1-高频,助言,⓪,名・自他動3,じょげん,出主意，从旁教导
 3-N2::2-中低频,傷つける,④,他動2,きずつける,使……负伤；损坏；伤害
 3-N2::2-中低频,傷み,③,名,いたみ,腐烂；损坏
 3-N2::1-高频,傷む,②,自動1,いたむ,损坏；腐烂
 3-N2::2-中低频,傷つく,③,自動1,きずつく,负伤；损坏；受创伤
 4-N1::3-低频,勝ち抜く,③⓪,自動1,かちぬく,一直竞争到取得最后胜利
 4-N1::1-高频,勝ち負け,①②,名,かちまけ,输赢，胜负
 4-N1::1-高频,勝利,①,名・自動3,しょうり,胜利，成功
 4-N1::2-中频,奨励,⓪,名・他動3,しょうれい,鼓励
 3-N2::2-中低频,小児科,⓪,名,しょうにか,小儿科
 2-N3::2-中低频,小声,⓪,名,こごえ,小声，低声
 2-N3::2-中低频,小銭,⓪,名,こぜに,零钱；少量资金
 4-N1::2-中频,少なからず,④,副,すくなからず,不少，非常
 3-N2::2-中低频,少子化,⓪,名,しょうしか,少子化
 4-N1::3-低频,昇進,⓪,名・自動3,しょうしん,晋升，晋级
 3-N2::2-中低频,焦げる,②,自動2,こげる,（烧）焦
 3-N2::1-高频,照明,⓪,名・他動3,しょうめい,照明，灯光
 3-N2::1-高频,証拠,⓪,名,しょうこ,证据
 3-N2::2-中低频,象徴,⓪,名・他動3,しょうちょう,象征
 4-N1::2-中频,賞味,①,名・他動3,しょうみ,品味，品尝
 4-N1::3-低频,上,①,名,かみ,上游；前半个……
 2-N3::2-中低频,上る,⓪,自動1,のぼる,上升；上溯；高达；被提出
 4-N1::3-低频,上映,⓪,名・他動3,じょうえい,上映，放映
 3-N2::1-高频,上回る,④⓪,自動1,うわまわる,超出，超过
 3-N2::2-中低频,上記,①,名,じょうき,上述，上面所列举
 3-N2::1-高频,上昇,⓪,名・自動3,じょうしょう,上升，升高
 4-N1::1-高频,乗り込む,③,自動1,のりこむ,搭乘，坐进；开进，进入；（气势汹汹地）进入，闯入
 4-N1::2-中频,乗り切る,③,自動1,のりきる,乘……越过；克服，度过
 1-N4+N5,場,⓪,名,ば,场所；场面
 2-N3::2-中低频,情けない,④,イ形,なさけない,可鄙的；可悲的
 4-N1::2-中频,織物,⓪②③,名,おりもの,织物
 3-N2::2-中低频,職,⓪,名,しょく,职业；职务；手艺
 3-N2::1-高频,食生活,③,名,しょくせいかつ,饮食生活
 4-N1::3-低频,侵害,⓪,名・他動3,しんがい,侵害，侵犯
 4-N1::2-中频,審査,①,名・他動3,しんさ,审查
 3-N2::1-高频,心強い,⑤,イ形,こころづよい,有把握的，心里有底的
 4-N1::2-中频,心遣い,④,名,こころづかい,关心，惦念
 4-N1::2-中频,心構え,④,名,こころがまえ,思想准备，觉悟
 4-N1::2-中频,心細い,⑤,イ形,こころぼそい,心里没底的，没把握的
 4-N1::2-中频,心得,③④,名,こころえ,心得，体会；须知
 4-N1::3-低频,心ない,④,イ形,こころない,无情的，不为别人着想的；不解风情的；欠考虑的，无心的
 4-N1::1-高频,振り回す,④,他動1,ふりまわす,挥舞；滥用；显摆；（「振り回される」の形で）（被）任意摆布
 4-N1::1-高频,振るう,⓪,自他動1,ふるう,挥动；充分发挥；兴旺
 4-N1::2-中频,振る舞い,⓪③,名,ふるまい,动作，举止；请客，招待
 4-N1::3-低频,振興,⓪,名・自他動3,しんこう,振兴
 4-N1::1-高频,振動,⓪,名・自動3,しんどう,振动，摆动
 4-N1::2-中频,新規,①,名・ナ形,しんき,新的，重新
 4-N1::3-低频,新緑,⓪,名,しんりょく,新绿，嫩绿
 4-N1::1-高频,真〜,,接頭・名,ま〜,纯；真；正
 4-N1::2-中频,真夏,⓪,名,まなつ,盛夏
 4-N1::2-中频,辛抱,①,名・自他動3,しんぼう,忍耐
 3-N2::2-中低频,進み,⓪,名,すすみ,进度；进步，长进
 3-N2::2-中低频,進化,①,名・自動3,しんか,进化；进步，发展
 2-N3::2-中低频,進行,⓪,名・自他動3,しんこう,前进；进展；发展
 3-N2::1-高频,進出,⓪,名・自動3,しんしゅつ,（体育赛事中）晋级；打入，进入（新领域）
 3-N2::2-中低频,進入,⓪,名・自動3,しんにゅう,（人或交通工具）进入
 4-N1::2-中频,人員,⓪,名,じんいん,人员
 2-N3::2-中低频,人間関係,⑤,名,にんげんかんけい,人际关系
 4-N1::3-低频,人脈,⓪,名,じんみゃく,人脉
 4-N1::1-高频,人目,⓪,名,ひとめ,他人的眼睛，世人的眼光
 4-N1::3-低频,甚大,⓪,ナ形,じんだい,巨大，很大
 3-N2::1-高频,尽きる,②,自動2,つきる,尽，完；到头，穷尽
 4-N1::1-高频,尽くす,②,他動1,つくす,尽力；效力
 4-N1::3-低频,図式,⓪,名,ずしき,图表
 4-N1::2-中频,推移,①,名・自動3,すいい,时间流逝；发展，变迁
 3-N2::2-中低频,推測,⓪,名・他動3,すいそく,推测，猜测
 3-N2::2-中低频,水っぽい,④⓪,イ形,みずっぽい,水分过多的，味道寡淡的
 4-N1::1-高频,遂げる,⓪②,他動2,とげる,完成，达到；得到某种（非预期的）结果
 2-N3::2-中低频,数〜,①,接頭,すう〜,数个……，若干……
 3-N2::1-高频,裾,⓪,名,すそ,（衣服的）下摆，裤脚，下端；山麓
 4-N1::2-中频,世帯,①②,名,せたい,家，户，家庭
 3-N2::1-高频,世代,①⓪,名,せだい,世代，一代，辈
 4-N1::3-低频,世論,①⓪,名,よろん,社会舆论
 3-N2::2-中低频,成し遂げる,④⓪,他動2,なしとげる,完成，实现
 3-N2::2-中低频,成り立つ,③⓪,自動1,なりたつ,成立；谈妥；构成
 4-N1::1-高频,成熟,⓪,名・自動3,せいじゅく,（作物）成熟；（人）发育成熟；（时机）成熟
 4-N1::2-中频,整然,⓪,形動トタル,せいぜん,井井有条，秩序井然
 4-N1::3-低频,星座,⓪,名,せいざ,星座
 2-N3::2-中低频,正,①,名・接頭,せい,正确；正式；正好；正数
 3-N2::1-高频,生かす,②,他動1,いかす,让……活着；活用，发挥
 3-N2::2-中低频,生きがい,③⓪,名,いきがい,人生的意义
 3-N2::2-中低频,生き残る,④⓪,自動1,いきのこる,幸存
 2-N3::2-中低频,生み出す,③,他動1,うみだす,（産）生出；（生）生产出，创造
 1-N4+N5,生む,⓪,他動1,うむ,（産）生产，分娩；（生）产生
 4-N1::1-高频,生育,⓪,名・自他動3,せいいく,生长，繁殖，生育和抚养
 3-N2::2-中低频,生計,⓪,名,せいけい,生计，维持生活的手段
 4-N1::3-低频,生理,①,名,せいり,生理（现象）；月经
 4-N1::2-中频,盛り込む,③,他動1,もりこむ,盛入；加入（内容、功能等）
 3-N2::2-中低频,盛り上がる,④,自動1,もりあがる,堆起，隆起；气氛高涨
 3-N2::2-中低频,精一杯,③①,名・副,せいいっぱい,竭尽全力
 4-N1::2-中频,声優,⓪,名,せいゆう,配音演员
 4-N1::1-高频,誠実,⓪,名・ナ形,せいじつ,诚实，真诚
 4-N1::1-高频,青年,⓪,名,せいねん,青年，年轻人
 4-N1::3-低频,骨身を惜しまず,,成句,ほねみをおしまず,不辞辛劳
 3-N2::2-中低频,積み重ねる,⑤,他動2,つみかさねる,堆起，垒起；积累
 4-N1::2-中频,切り開く,④⓪,他動1,きりひらく,开垦，开拓；杀开；开辟，开创
 4-N1::1-高频,切り捨てる,④⓪,他動2,きりすてる,切掉；舍去（计算中所求位数之后的尾数）
 4-N1::1-高频,切り出す,③⓪,他動1,きりだす,将木材或石头切割后运出；开始说重要的事情
 4-N1::1-高频,接触,⓪,名・自動3,せっしょく,触碰，接触；交际，联系
 3-N2::1-高频,設置,⓪,名・他動3,せっち,安装，设置；设立
 3-N2::1-高频,設定,⓪,名・他動3,せってい,设定，订立
 3-N2::2-中低频,説得,⓪,名・他動3,せっとく,说服，劝说
 3-N2::2-中低频,説得力,④,名,せっとくりょく,说服力
 4-N1::1-高频,絶える,②,自動2,たえる,断绝；消失，灭亡
 4-N1::2-中频,絶つ,①,他動1,たつ,断绝
 3-N2::2-中低频,先着,⓪,名・自動3,せんちゃく,先到，先到的人
 3-N2::2-中低频,先立つ,③,自動1,さきだつ,带头；在……之前；死在……之前；（「先立つ物」の形で）钱
 4-N1::2-中频,千切れる,③,自動2,ちぎれる,碎，破碎；被撕掉，被揪掉
 3-N2::2-中低频,専業,⓪,名,せんぎょう,专业
 3-N2::1-高频,戦い,⓪,名,たたかい,战斗，战争
 3-N2::1-高频,戦略,⓪,名,せんりゃく,战略，战术
 4-N1::2-中频,洗面所,⑤⓪,名,せんめんじょ,盥洗室；厕所，洗手间
 3-N2::2-中低频,染まる,⓪,自動1,そまる,染上；沾染
 3-N2::1-高频,染みる,⓪,自動2,しみる,沾染，渗；刺痛；深感；受到不良影响，染上
 4-N1::2-中频,繊維,①,名,せんい,纤维
 4-N1::2-中频,薦める,⓪,他動2,すすめる,推荐，推举
 3-N2::2-中低频,選考,⓪,名・他動3,せんこう,选用，选拔人才
 3-N2::1-高频,選択肢,④③,名,せんたくし,选项
 3-N2::2-中低频,前提,⓪,名,ぜんてい,前提
 3-N2::2-中低频,善,①,名,ぜん,好，善良
 3-N2::1-高频,素材,⓪,名,そざい,原料，素材；题材
 4-N1::1-高频,素早い,③,イ形,すばやい,迅速的，敏捷的
 4-N1::2-中频,訴え,⓪③,名,うったえ,申诉，诉讼
 3-N2::1-高频,想定,⓪,名・他動3,そうてい,设想，预期
 3-N2::2-中低频,早まる,③,自動1,はやまる,提前；轻率
 3-N2::1-高频,早急,⓪,名・ナ形,さっきゅう,火速，火急
 3-N2::2-中低频,争い,③⓪,名,あらそい,争论，纠纷，竞争
 3-N2::2-中低频,ふさわしい,④,イ形,ふさわしい,合适的，相称的
 3-N2::2-中低频,相次いで,①,副,あいついで,相继，陆续
 3-N2::2-中低频,相性,③,名,あいしょう,合得来，性情相投；（电脑等）兼容性
 3-N2::1-高频,総合,⓪,名・他動3,そうごう,总括，综合
 3-N2::2-中低频,草花,②,名,くさばな,花草
 4-N1::1-高频,装飾,⓪,名・他動3,そうしょく,装饰，装饰物
 4-N1::2-中频,騒然,⓪,形動トタル,そうぜん,骚乱，吵吵嚷嚷
 3-N2::2-中低频,憎しみ,⓪④,名,にくしみ,憎恶，憎恨
 3-N2::1-高频,即座,①,名,そくざ,当即，当场
 4-N1::1-高频,息苦しい,⑤,イ形,いきぐるしい,呼吸困难的；苦闷，沉闷，令人窒息的
 3-N2::2-中低频,息抜き,⓪③④,名・自動3,いきぬき,休息一下，歇口气
 4-N1::2-中频,速やか,②,ナ形,すみやか,快速的，迅速的
 3-N2::1-高频,他社,①,名,たしゃ,其他公司
 3-N2::1-高频,他者,①,名,たしゃ,别人，其他人
 3-N2::2-中低频,多種多様,①+⓪,名・ナ形,たしゅたよう,多种多样，形形色色
 3-N2::2-中低频,多数,②,名,たすう,多数，多数人
 4-N1::1-高频,打ち出す,③⓪,他動1,うちだす,打出，射出；开始敲打；提出（主张）
 3-N2::2-中低频,打ち上げ,⓪,名,うちあげ,发射；工作结束后的宴会
 3-N2::2-中低频,打ち上げる,④⓪,他動2,うちあげる,发射；（演出等）终了，闭幕
 3-N2::2-中低频,打ち明ける,⓪④,他動2,うちあける,如实说出，告白，坦白
 4-N1::1-高频,体格,⓪,名,たいかく,体格
 1-N4+N5,対,①,名,たい,比，对，同
 3-N2::1-高频,対処,①,名・自動3,たいしょ,应付，对付
 4-N1::3-低频,対称,⓪,名,たいしょう,对称
 4-N1::2-中频,対戦,⓪,名・自動3,たいせん,对战，交锋
 3-N2::2-中低频,対等,⓪,名・ナ形,たいとう,对等，同等，平等
 2-N3::2-中低频,待ち合わせ,⓪,名,まちあわせ,等待，会面
 4-N1::2-中频,待遇,⓪,名・他動3,たいぐう,对待，服务；待遇
 4-N1::2-中频,態勢,⓪,名,たいせい,态势，状态，准备
 4-N1::3-低频,貸し出す,③,他動1,かしだす,出借；放贷
 4-N1::3-低频,退会,⓪,名・自動3,たいかい,退会
 2-N3::2-中低频,退学,⓪,名・自動3,たいがく,退学
 3-N2::2-中低频,台数,③,名,だいすう,台数，辆数
 1-N4+N5,大,①,名・接頭・接尾,だい,大；非常；出色
 1-N4+N5,大〜,,接頭,おお〜,（数量）多；（程度）甚
 3-N2::2-中低频,大まか,⓪,ナ形,おおまか,粗略，粗枝大叶
 4-N1::3-低频,大人げない,⑤,イ形,おとなげない,不成熟的，幼稚的
 3-N2::2-中低频,大豆,⓪,名,だいず,大豆，黄豆
 3-N2::1-高频,大幅,⓪,名・ナ形,おおはば,大幅度
 4-N1::3-低频,大役,⓪,名,たいやく,重大使命，艰巨任务
 3-N2::2-中低频,題,①,名,だい,标题，题目；问题
 3-N2::1-高频,達成,⓪,名・他動3,たっせい,达到，完成
 3-N2::2-中低频,誰しも,①,連語,だれしも,谁都，无论是谁
 3-N2::2-中低频,誰一人,"①+②,④⓪",副,だれひとり,谁都（不），一个人都（不）
 3-N2::2-中低频,単調,⓪,名・ナ形,たんちょう,单调，单一
 4-N1::2-中频,炭,②,名,すみ,炭，木炭
 3-N2::2-中低频,短縮,⓪,名・自他動3,たんしゅく,缩短，缩减
 2-N3::2-中低频,段,①,名,だん,台阶；段落；等级
 3-N2::1-高频,値引き,⓪,名・他動3,ねびき,降价，打折
 3-N2::2-中低频,値下げ,⓪,名・他動3,ねさげ,减价，降价
 3-N2::2-中低频,値上がり,⓪,名・自動3,ねあがり,价格上涨
 3-N2::2-中低频,値上げ,⓪,名・他動3,ねあげ,提价，涨价
 4-N1::1-高频,地区,①②,名,ちく,地区，地域
 3-N2::1-高频,地元,⓪③,名,じもと,当地，本地
 3-N2::2-中低频,地上,⓪,名,ちじょう,地上
 4-N1::1-高频,地道,⓪,名・ナ形,じみち,脚踏实地
 4-N1::3-低频,遅くとも,②,副,おそくとも,最晚，最迟
 4-N1::1-高频,秩序,①②,名,ちつじょ,秩序，条理
 3-N2::1-高频,着実,⓪,名・ナ形,ちゃくじつ,踏实，稳健
 3-N2::2-中低频,中継,⓪,名・他動3,ちゅうけい,中继，中转；转播
 2-N3::1-高频,中旬,⓪,名,ちゅうじゅん,中旬
 4-N1::1-高频,中途半端,④,名・ナ形,ちゅうとはんぱ,半途而废，不明确，不彻底
 4-N1::1-高频,忠告,⓪,名・自他動3,ちゅうこく,忠告，劝告
 2-N3::2-中低频,注,⓪,名・造,ちゅう,注释，注解
 4-N1::1-高频,超〜,,接頭,ちょう〜,特别……；超……
 4-N1::3-低频,超す,⓪,自動1,こす,超过；超出
 2-N3::2-中低频,跳ぶ,⓪,自動1,とぶ,跳，跳起，跳跃
 4-N1::2-中频,長生き,④③,名・自動3,ながいき,长寿，长生不老
 4-N1::3-低频,長続き,③,名・自動3,ながつづき,持久，长久保持
 3-N2::2-中低频,頂,⓪,名,いただき,山顶，顶端
 4-N1::2-中频,直〜,,名,じか〜,直接……
 3-N2::2-中低频,追及,⓪,名・他動3,ついきゅう,（责任、原因等）追查，追究
 4-N1::1-高频,追求,⓪,名・他動3,ついきゅう,追求
 3-N2::2-中低频,釣り合う,③,自動1,つりあう,保持平衡，相配
 3-N2::1-高频,定着,⓪,名・自動3,ていちゃく,稳定，扎根
 3-N2::1-高频,提供,⓪,名・他動3,ていきょう,提供，给予；（电视节目）赞助
 4-N1::2-中频,程遠い,③⓪,イ形,ほどとおい,很远的；相距甚远的
 4-N1::3-低频,ほど近い,④,イ形,ほどちかい,不太远的，比较近的
 4-N1::3-低频,転回,⓪,名・自他動3,てんかい,转向，翻转
 3-N2::2-中低频,転換,⓪,名・自他動3,てんかん,转变，转换
 3-N2::1-高频,転勤,⓪,名・自動3,てんきん,（内部）调动工作，转职
